controller,time_s,tilt_rad,tilt_deg,tilt_rate_rad_s,tilt_rate_deg_s,x_m,x_dot_m_s,command_accel_m_s2,command_motor_rpm,target_tilt_deg,kp,ki,kd,expert_balance,expert_recovery,expert_drift
PID normal,4.199999999999933,-0.07151120084810941,-4.097289996509023,-0.3848019146389304,-22.04752565736408,0.09655736888472138,0.2699708302060703,-0.3026447422981783,-8.500130600740217,-6.409685556094599,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.204999999999933,-0.07348148403734647,-4.210178907697882,-0.40346412625289674,-23.11679161922438,0.09790327157399947,0.26839031136011554,-0.3753833523542158,-10.543079308514137,-6.391871203206235,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.2099999999999325,-0.07553877036057485,-4.328052731268855,-0.41961032806643134,-24.04190083830639,0.0992403634999287,0.266446540002048,-0.44537638210502534,-12.508915190894037,-6.366681490253564,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.214999999999932,-0.07767090952383068,-4.450215306657968,-0.43341146501390954,-24.832647737878954,0.10056686294385642,0.2641533331193265,-0.5127837218224224,-14.402128952664338,-6.334375121217392,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.219999999999932,-0.07986657293450458,-4.576017553320883,-0.4450253368284451,-25.498073576657784,0.10188105526497052,0.26152370489415866,-0.5777503888306781,-16.226793574529466,-6.2951953927949855,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.224999999999932,-0.08211519067346135,-4.704853859501355,-0.4545976723419141,-26.046528001662754,0.10318128907267125,0.25856994125962024,-0.6404077520813805,-17.986598706727186,-6.249371650037655,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.229999999999932,-0.08440689362128938,-4.836158766309591,-0.46226311723327973,-26.48572564202812,0.10446597275637111,0.2553036683150283,-0.7008746596127063,-19.684882335037376,-6.197120622531004,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.234999999999932,-0.08673246032315897,-4.9694039233028775,-0.46814614209221334,-26.822798137215564,0.10573357134323677,0.2517359150876215,-0.7592584765129609,-21.324659933198724,-6.138647650580844,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.239999999999932,-0.08908326820981252,-5.104095293654194,-0.4723618771497532,-27.06434196355794,0.10698260365672678,0.2478771710893822,-0.8156560404692363,-22.908651300607414,-6.074147810125571,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.244999999999932,-0.09145124882275366,-5.2397705887445225,-0.4750168795431685,-27.216462395297768,0.10821163975093397,0.24373743908232567,-0.8701545414660304,-24.439305269678893,-6.003806944405842,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.249999999999932,-0.09382884671990058,-5.375996913630221,-0.4762098385287003,-27.284813910300947,0.10941929859772603,0.2393262834326559,-0.9228323317091591,-25.918822453505694,-5.927802609782672,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.2549999999999315,-0.0962089817639767,-5.512368606326967,-0.47603222363304026,-27.27463732640097,0.11060424600550353,0.23465287440372123,-0.9737596713890708,-27.34917619149005,-5.846304942502882,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.259999999999931,-0.09858501451987946,-5.648505255225032,-0.47456888034138967,-27.19079393181061,0.11176519275007361,0.22972602870954736,-1.0229994154654312,-28.73213183848992,-5.7594774526635515,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.264999999999931,-0.10095071450934259,-5.784049880215414,-0.47189857755546455,-27.037796852155076,0.11290089289968203,0.2245542466247398,-1.0706076462513552,-30.069264531685143,-5.667477751121945,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.269999999999931,-0.10330023109152715,-5.918667264270591,-0.46809451071743596,-26.81983987735036,0.11401014231766485,0.21914574592258387,-1.1166342562002727,-31.361975558826224,-5.570458214631465,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.274999999999931,-0.10562806675687317,-6.052042423294946,-0.46322476418394476,-26.540823953682853,0.11509177732748517,0.2135084928910915,-1.1611234849499341,-32.61150744174176,-5.468566594054854,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.279999999999931,-0.10792905263874196,-6.183879203045215,-0.45735273614641253,-26.204381529949767,0.11614467352611828,0.20765023065641017,-1.2041144143552494,-33.81895783991305,-5.361946570110479,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.284999999999931,-0.11019832606319285,-6.3138989928274505,-0.450537529128271,-25.81389893130232,0.11716774473284862,0.20157850502429742,-1.2456414249429617,-34.98529237053608,-5.2507382607436295,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.289999999999931,-0.11243130997177658,-6.441839546509925,-0.4428343088448989,-25.372536920405526,0.11815994206155296,0.1953006880331474,-1.2857346169451735,-36.111356433739225,-5.135078683879889,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.294999999999931,-0.1146236940655899,-6.567453902157042,-0.4342946339864727,-24.88324959260373,0.11912025310547132,0.18882399939622563,-1.3244201988138258,-37.1978861244655,-5.015102179009842,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.2999999999999305,-0.1167714175311152,-6.690509392292852,-0.4249667592761859,-24.348801739877477,0.12004770122431978,0.18215552599621407,-1.3617208458830397,-38.24551830592284,-4.890940790771197,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.30499999999993,-0.11887065321965076,-6.810786737449179,-0.4148959139650082,-23.771784807417884,0.1209413449243808,0.17530223958179583,-1.3976560316291973,-39.25479991340985,-4.762724617434371,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.30999999999993,-0.12091779316250108,-6.928079216247155,-0.4041245577480898,-23.15463155655646,0.12180027732292514,0.16827101280372264,-1.4322423337784973,-40.22619655170355,-4.630582126958588,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.31499999999993,-0.12290943531361484,-7.04219190580633,-0.392692615925873,-22.49962953850434,0.12262362568897794,0.16106863371652752,-1.4654937173271447,-41.160100444011505,-4.494640443066127,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.31999999999993,-0.12484237142009948,-7.15294098677635,-0.38063769548386756,-21.808933474811447,0.12341055105304694,0.15370181886168835,-1.4974217963691387,-42.0568377857107,-4.35502560358086,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.32499999999993,-0.12671357592906596,-7.260153107745979,-0.36799528362785466,-21.084576632595756,0.12416024787898566,0.14617722503854572,-1.5280360764696592,-42.91667555168676,-4.211862793092478,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.32999999999993,-0.1285201958466246,-7.363664804206362,-0.354798930185073,-20.328481275361433,0.12487194379167456,0.13850145986056298,-1.5573441791773432,-43.73982780202315,-4.0652765518381955,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.33499999999993,-0.13025954147161373,-7.463321967632783,-0.34108041516583687,-19.54246826357237,0.12554489935467053,0.13068109118652646,-1.5853520501352478,-44.52646152704029,-3.915390962538395,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.33999999999993,-0.13192907793284706,-7.55897936060466,-0.3268699026732474,-18.72826587302906,0.12617840789240553,0.12272265550896347,-1.6120641521272154,-45.2767020692279,-3.7623298167802415,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.34499999999993,-0.1335264174643576,-7.6505001742096175,-0.3121960822504452,-17.88751789346962,0.12677179535190902,0.11463266537535222,-1.637483644282797,-45.99063815642434,-3.6062167624129975,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.3499999999999295,-0.1350493123583356,-7.73775562427658,-0.2970862986645407,-17.02179106464125,0.127324420199392,0.10641761591156408,-1.6616125485591722,-46.668326577655456,-3.4471754332994737,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.354999999999929,-0.1364956485402462,-7.820624583257124,-0.28156667104332433,-16.13258190233089,0.12783567334736334,0.09808399051136965,-1.6844519045219002,-47.30979653033255,-3.285329562658993,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.359999999999929,-0.13786343971500037,-7.898993244825778,-0.26566220220453374,-15.221322962470857,0.12830497810825556,0.08963826575071554,-1.7060019133572286,-47.91505366500605,-3.1208030811376903,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.364999999999929,-0.13915082203707602,-7.972754818500464,-0.24939687894730986,-14.289388587415948,0.1287317901708187,0.08108691558080124,-1.726262071966504,-48.48408385156347,-2.9537202006510164,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.369999999999929,-0.14035604926117223,-8.041809251795446,-0.23279376401102977,-13.33810017479648,0.12911559759580118,0.07243641484971959,-1.745231297917447,-49.016856688631634,-2.784205484960493,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.374999999999929,-0.141477488333357,-8.1060629776127,-0.21587508034751499,-12.36873100596015,0.12945592082767468,0.06369324219853868,-1.7629080459571786,-49.51332877598104,-2.6123839078712763,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.379999999999929,-0.1425136153857621,-8.165428684754842,-0.19866228829827462,-11.382510667902338,0.12975231271938145,0.05486388237416745,-1.7792904167274948,-49.973446767921025,-2.4383808998684873,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.384999999999929,-0.14346301210071247,-8.219825109605083,-0.18117615621857677,-10.380629099727333,0.1300043585672857,0.045954827998134766,-1.7943762582635507,-50.397150224008854,-2.2623223839479243,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.389999999999929,-0.1443243624127704,-8.26917684716828,-0.16343682504440665,-9.364240292062535,0.13021167615369902,0.03697258082749635,-1.8081632608025018,-50.78437427186084,-2.0843348013402654,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.3949999999999285,-0.14509644951955133,-8.313414179803292,-0.14546386725644855,-8.334465665445752,0.13037391579452468,0.027923652541442558,-1.8206490453783954,-51.13505209544331,-1.904545127776689,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.399999999999928,-0.14577815317434076,-8.35247292210137,-0.12727634065682963,-7.292397151505666,0.13049076038972698,0.018814565084790465,-1.831831246633405,-51.4491172609227,-1.7230808808976075,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.404999999999928,-0.14636844723553372,-8.386294280479364,-0.10889283733922057,-6.23909999874192,0.130561925474483,0.009651850597385637,-1.8417075902330966,-51.726505890963566,-1.5400701193644601,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.409999999999928,-0.14686639744973912,-8.414824726160969,-0.09033152820075105,-5.17561532287001,0.13058715926901357,0.00044205095649362675,-1.8502759652345016,-51.96715869727038,-1.355641434196972,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.414999999999928,-0.14727115944706076,-8.438015880314785,-0.07161020331484494,-4.102962420014353,0.1305662427252221,-0.008808283042489309,-1.8575344917201897,-52.171022880169325,-1.1699239328245132,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.419999999999928,-0.1475819769285947,-8.455824410205565,-0.052746308457294576,-3.0221408594981796,0.13049898956839215,-0.01809259284324876,-1.8634815839789713,-52.338053903112026,-0.9830472163099495,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.424999999999928,-0.14779818002758294,-8.468211935295239,-0.033756978053488526,-1.9341323715806376,0.13038524633230977,-0.0274043136013395,-1.8681160094842182,-52.468217149150476,-0.7951413501772916,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.429999999999928,-0.1479191838269472,-8.475144942303858,-0.01465906479249909,-0.8399025442190158,0.13022489238628587,-0.03673687595145939,-1.8714369438937897,-52.56148946567411,-0.6063368292503158,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.434999999999928,-0.1479444870171044,-8.476594708308083,0.004530833866437954,0.2595976582218353,0.13001783995265576,-0.04608370804924684,-1.8734440222711237,-52.617860603013916,-0.4167645368878099,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.439999999999928,-0.14787367067904714,-8.472537231016831,0.023796352087813527,1.36343054243904,0.12976403411343085,-0.05543823786864121,-1.8741373867049516,-52.637334551897645,-0.2265556989820037,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.4449999999999275,-0.14770639717866693,-8.462953165420666,0.0431213347634241,2.470670488914959,0.1294634528048697,-0.06479389573673791,-1.8735177304852326,-52.619930784182486,-0.03584183306980454,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.449999999999927,-0.1474424091592138,-8.447827766063984,0.06248981914990942,3.5804028998255997,0.12911610679882432,-0.0741441170888618,-1.8715863389751448,-52.56568540079258,0.15524530710850976,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.454999999999927,-0.14708152861963086,-8.427150834237477,0.08188601887798824,4.691723282837311,0.12872203966980184,-0.0834823454272864,-1.8683451273031515,-52.47465219034465,0.3465737912817358,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.459999999999927,-0.14662365606728275,-8.400916669433048,0.1012943101832337,5.803736462188327,0.12828132774676343,-0.09280203546765024,-1.8637966749852106,-52.34690360155323,0.5380115762415854,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.464999999999927,-0.14606876973432095,-8.369124024444845,0.12069922021907109,6.915555909072865,0.12779408004876042,-0.10209665645767615,-1.8579442575749687,-52.18253163216316,0.7294265730584993,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.469999999999927,-0.14541692484760088,-8.331776063538602,0.14008541732236426,8.026303183900305,0.12726043820358307,-0.11135969565329214,-1.8507918754292172,-51.98164863686106,0.9206867176291103,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.474999999999927,-0.14466825294269192,-8.2888803231473,0.15943770311057515,9.135107483495792,0.1266805763486716,-0.12058466193769266,-1.8423442796667966,-51.7443880563614,1.1116600442731004,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.479999999999927,-0.14382296121310786,-8.240448674584819,0.1787410062971225,10.24110528674639,0.12605470101360963,-0.12976508956927355,-1.8326069953915756,-51.47090506965098,1.302214762104374,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.484999999999927,-0.14288133188643443,-8.186497288300686,0.19798037811831798,11.343440092583815,0.12538305098358998,-0.13889454204473045,-1.8215863422438072,-51.161377171197685,1.4922193339078968,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.4899999999999265,-0.1418437216195494,-8.12704659922873,0.21714098927119455,12.441262244534936,0.1246658971433106,-0.14796661606393552,-1.809289452339205,-50.81600467479046,1.6815425572593838,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.494999999999926,-0.14071056090562029,-8.062121272810561,0.2362081282667442,13.533728836369244,0.12390354230082433,-0.15697494558350722,-1.7957242856512006,-50.43501114556787,1.8700536476303318,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.499999999999926,-0.13948235348603127,-7.991750171301457,0.2551672011076163,14.62000369363232,0.1230963209909311,-0.16591320594626857,-1.7808996428891104,-50.01864376171643,2.057622323225869,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.504999999999926,-0.13815967576083513,-7.915966319991754,0.27400373220326446,15.699257426079894,0.12224459925776443,-0.1747751180740558,-1.7648251759231692,-49.56717360726991,2.2441188913075742,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.509999999999926,-0.13674317619175283,-7.834806873001238,0.2927033664389324,16.77066754622201,0.12134877441628626,-0.18355445271159773,-1.7475113958065402,-49.0808958974168,2.429414335757975,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.514999999999926,-0.13523357469215402,-7.748313078327606,0.3112518723177994,17.833418649354684,0.1204092747924647,-0.19224503470943935,-1.728969678444416,-48.560130137723576,2.6133804056478573,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.519999999999926,-0.13363166199884818,-7.656530241852748,0.3296351460981208,18.886702650600608,0.11942655944196902,-0.20084074733413665,-1.7092122679610458,-48.005220218701695,2.7958897045720255,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.524999999999926,-0.13193829902090193,-7.5595076900327225,0.34783921684935715,19.929719074603998,0.11840111784727428,-0.20933553659420714,-1.6882522778169515,-47.41653444718581,2.976815780523681,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.529999999999926,-0.1301544161610734,-7.45729873101882,0.3658502523531346,20.961675393630728,0.1173334695931249,-0.21772341557058444,-1.6661036897305876,-46.794465516047396,3.1560332160823164,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.5349999999999255,-0.12828101260582064,-7.349960613978034,0.3836545657764759,21.9817874099163,0.11622416402036223,-0.22599846874059926,-1.6427813504612176,-46.13943041383801,3.333417718694922,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.539999999999925,-0.12631915558020107,-7.237554486401943,0.4012386230461274,22.989279678183667,0.11507377985817503,-0.234154856284796,-1.618300966512714,-45.45187027603944,3.508846210835527,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.544999999999925,-0.12426997956433088,-7.120145349213148,0.41858905085403136,23.983385964322984,0.11388292483488484,-0.24218681836619504,-1.5926790968212907,-44.732250179690084,3.682196919833541,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.549999999999925,-0.12213468546842096,-6.997802009498307,0.4356926452250952,24.963349736288656,0.112652235267429,-0.2500886793719287,-1.5659331434937478,-43.98105888325769,3.8533494671672606,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.554999999999925,-0.11991453976374705,-6.870597030716394,0.45253638057943113,25.928424683327396,0.11138237562975406,-0.2578548521075137,-1.5380813406665679,-43.198808513734186,4.022184957025067,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.559999999999925,-0.11761087356724845,-6.738606680250069,0.46910741922221605,26.877875259707167,0.11007403810037955,-0.2654798419343778,-1.5091427415601169,-42.38603420303775,4.1885860639435055,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.564999999999925,-0.11522508167778164,-6.6019108741870784,0.4853931211952891,27.81097724917213,0.10872794208943859,-0.27295825084163133,-1.4791372038061308,-41.54329367591823,4.352437119338376,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.569999999999925,-0.11275862156238191,-6.460593119237324,0.5013810544255922,28.72701834640546,0.10734483374554557,-0.28028478144346736,-1.4480853731306293,-40.67116679167259,4.5136241967524935,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.574999999999925,-0.11021301229120767,-6.314740451709667,0.5170590051065973,29.625298751841306,0.10592548544288324,-0.2874542408939874,-1.4160086654782225,-39.77025504208538,4.672035195651526,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.579999999999925,-0.10758983342015911,-6.164443373490692,0.5324149882499776,30.505131776231032,0.10447069524894159,-0.29446154471168146,-1.3829292476675001,-38.8411810081127,4.827559923607627,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.5849999999999245,-0.10489072382047292,-6.009795784985428,0.5474372583459924,31.365844451438267,0.10298128637337847,-0.3013017205062408,-1.3488700166706769,-37.884587777926846,4.980090176719192,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.589999999999924,-0.10211738045489947,-5.850894914997462,0.5621143200723854,32.206778144013576,0.1014581065985075,-0.30796991160085063,-1.3138545776139285,-36.90113832903017,5.129519818124106,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.594999999999924,-0.09927155710036609,-5.687841247542937,0.5764349389930598,33.02728916818341,0.09990202769195171,-0.31446138054359246,-1.2779072205977287,-35.89151487722712,5.275744854473178,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.599999999999924,-0.09635506301731947,-5.5207384456094895,0.5903881521894094,33.826749394980496,0.0983139448020321,-0.32077151250208513,-1.241052896439106,-34.85641819531726,5.418663510240146,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.604999999999924,-0.09336976156622175,-5.349693271887309,0.6039632787689533,34.60454685434422,0.09669477583648832,-0.32689581853600347,-1.203317191439853,-33.796566904431025,5.5581762997546145,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.609999999999924,-0.09031756877194647,-5.1748155065150945,0.6171499301978609,35.36008632713079,0.0950454608251542,-0.33282993874263606,-1.1647263012864544,-32.712696740978714,5.694186096854449,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.614999999999924,-0.08720045183708244,-4.99621786189863,0.6299380204060667,36.09278992409355,0.09336696126723357,-0.3385696452711723,-1.1253070041887248,-31.605559802217833,5.826598202064549,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.619999999999924,-0.08402042760540447,-4.81401589467415,0.642317775615949,36.8020976490249,0.09166025946384244,-0.34411084520194635,-1.0850866333648885,-30.475923773464434,5.95532040721949,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.624999999999924,-0.08077956097700872,-4.628327914902281,0.654279743848006,37.48746794339133,0.08992635783650052,-0.3494495832874037,-1.044093048981041,-29.32457113998019,6.080263057458112,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.6299999999999235,-0.07747996327683701,-4.439274892591369,0.6658148040595785,38.148378209943715,0.08816627823227038,-0.3545820445520974,-1.002354609652627,-28.152298386558147,6.201339110528876,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.634999999999923,-0.0741237905785269,-4.2469803616611665,0.676914174875451,38.78432531294389,0.08638106121625455,-0.3595045567495598,-0.9599001436146826,-26.959915187805347,6.318464193355442,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.639999999999923,-0.07071324198572321,-4.0515703214692325,0.6875694228720968,39.39482605281692,0.08457176535217,-0.364213592674429,-0.9167589196661856,-25.748243592081046,6.431556655822567,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.644999999999923,-0.06725055787316996,-3.8531731360329284,0.6977724703804008,39.97941761321421,0.0827394664717267,-0.36870577232873775,-0.8729606179918976,-24.51811720199405,6.540537621752889,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.649999999999923,-0.06373801809006968,-3.651919431089485,0.7075156027748997,40.537657978656185,0.08088525693354073,-0.3729778649417879,-0.82853530096259,-23.27038035429307,6.645331037055538,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.654999999999923,-0.060177940128348616,-3.447941989145331,0.716791475220886,41.0691263211129,0.0790102448723143,-0.37702679084353957,-0.7835133840115014,-22.005887301898028,6.745863715037579,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.659999999999923,-0.05657267725860095,-3.2413756426735665,0.7255931188541309,41.57342335407602,0.07711555343901391,-0.38084962319193205,-0.7379256066813775,-20.72550140072241,6.8420653788791075,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.664999999999923,-0.05292461663660309,-3.032357165625219,0.7339139463714626,42.05017165287544,0.07520232003277502,-0.384443589555027,-0.6918030039324128,-19.430094303823306,6.933868701282337,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.669999999999923,-0.04923617738338873,-2.8210251634256513,0.7417477570139777,42.49901594019622,0.07327169552525543,-0.3878060733493131,-0.6451768777969613,-18.120545165290956,7.021209341314114,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.6749999999999226,-0.045509808641957784,-2.607519961632182,0.7490887409282381,42.91962333595677,0.07132484347815252,-0.39093461513594274,-0.598078769461984,-16.79773985615168,7.104025978469955,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.6799999999999224,-0.041747987613756664,-2.3919834934326936,0.755931482894399,43.31168357091485,0.06936293935458886,-0.39382691377707446,-0.5505404318549543,-15.46257019441107,7.182260343995961,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.684999999999922,-0.03795321757811353,-2.1745591861676328,0.7622709654137978,43.67490916357336,0.06738716972505965,-0.3964808274548728,-0.5025938028032728,-14.11593319120485,7.255857249512607,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.689999999999922,-0.03412802589784086,-1.9553918470594531,0.7681025711520933,44.00903556016197,0.06539873146862114,-0.39889437455606724,-0.4542709788313768,-12.758730314860122,7.324764612991605,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.694999999999922,-0.030274962014228374,-1.7346275483341715,0.7734220847375544,44.31382123767139,0.06339883096998443,-0.4010657344252923,-0.40560418965345724,-11.391866774493586,7.388933482143579,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.699999999999922,-0.026396595434642914,-1.5124135119193358,0.7782256939175336,44.5890477701145,0.06138868331316174,-0.40299324799071845,-0.35662577341336155,-10.016250824595303,7.448318055280304,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.704999999999922,-0.02249551371592824,-1.2888979939013436,0.7825099900795147,44.83451985838011,0.059369511472294516,-0.4046754182657419,-0.3073681527166041,-8.632793091859785,7.50287569972053,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.709999999999922,-0.0185743204467579,-1.0642301689227773,0.7862719681463554,45.050065324230864,0.05734254550027289,-0.4061109107307238,-0.2578638114927301,-7.242405925338472,7.552566967813157,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.714999999999922,-0.01463563323203837,-0.8385600146972109,0.7895090258584616,45.23553506917483,0.05530902171573587,-0.4072985535989606,-0.20814527271947525,-5.846002770796786,7.59735561065555,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.719999999999922,-0.010682081682388609,-0.6120381968148731,0.7922189624585879,45.39080299911009,0.05327018188902038,-0.4082373379712222,-0.15824507703331436,-4.444497569966424,7.637208589588067,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.7249999999999215,-0.006716305411636875,-0.384815954007668,0.7943999767977601,45.51576591580218,0.05122727242760487,-0.40892641788331796,-0.10819576224421312,-3.0388041851932894,7.672096085548646,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.729999999999921,-0.002740952045176514,-0.1570449840363656,0.7960506648834378,45.61034337640404,0.04918154356157136,-0.40936511025123734,-0.05802984376559395,-1.629835849790238,7.7019915063732025,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.734999999999921,0.0012413247580891152,0.0711226696436042,0.7971700168934664,45.674477522368164,0.04713424852958622,-0.40955289471846607,-0.007779795963896108,-0.21850464421772509,7.726871492128969,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.739999999999921,0.005227867267605708,0.2995347302883968,0.7977574136815956,45.708132879227506,0.04508664276587744,-0.4094894134101001,0.04252196557442578,1.1942790019682237,7.74671591856849,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.744999999999921,0.009216015624358111,0.5280387992023441,0.797812622802359,45.71129612883787,0.04303998308866282,-0.4091744705983672,0.0928431008669457,2.6076067826389133,7.7615078987921144,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.749999999999921,0.013203109763061906,0.7564824658714195,0.7973357940849063,45.6839758557772,0.040995526890460585,-0.40860803228412235,0.14315136146498375,4.020572962497675,7.771233783206,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.754999999999921,0.017186491311178796,0.9847134167688054,0.7963274547869481,45.62620226968701,0.03895453133069144,-0.40779022569880896,0.19341460550946787,5.432274799941308,7.7758831578615855,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.759999999999921,0.021163505462737243,1.2125795427169064,0.7947885043613144,45.53802690541834,0.03691825253095862,-0.406721338731275,0.24360081193903094,6.841812946111052,7.775448841260503,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.764999999999921,0.025131502825105026,1.4399290446996231,0.7927202088687315,45.41952230290741,0.03488794477337113,-0.40540181928370045,0.2936780938817056,8.248291821013968,7.7699268797065315,13.5,0.25,2.25,1.0,0.0,0.0
PID normal,4.7699999999999205,0.029087841237030603,1.6666105380284493,0.7901241950712952,45.27078166875658,0.03286485970225428,-0.40383227456073606,0.3436147112665211,9.65081996773433,7.759316541283285,13.5,0.25,2.25,1.0,0.0,0.0
