controller,time_s,tilt_rad,tilt_deg,tilt_rate_rad_s,tilt_rate_deg_s,x_m,x_dot_m_s,command_accel_m_s2,command_motor_rpm,target_tilt_deg,kp,ki,kd,expert_balance,expert_recovery,expert_drift
PID IA,2.0849999999999778,-0.1267912697025564,-7.264604633061426,0.47016768804629955,26.93862418847645,0.08769471477360656,-0.2741795817888185,-1.5332064533233112,-43.06189161649382,4.2188264398504,12.867611181050986,0.19048284891754344,2.2160380985032497,0.9336912600008059,0.05265564853151284,0.01365309146768123
PID IA,2.0899999999999777,-0.12440822595691853,-7.128066284041329,0.4832336584564717,27.687249148222133,0.08630482472894549,-0.28177611955320203,-1.5062226834022538,-42.30402096363664,4.371960500019137,12.829367659204555,0.19145014663520907,2.2041447617214875,0.9403541367074457,0.04722730376733294,0.012418559525221341
PID IA,2.0949999999999775,-0.12196025711907578,-6.987808001253395,0.49614282354349426,28.426889824746155,0.08487729401192065,-0.28923585643436206,-1.47862568381979,-41.52892704045062,4.522754749099351,12.792901988125857,0.1923780152162386,2.192760975226273,0.9467644604394949,0.04203927023651239,0.011196269323992673
PID IA,2.0999999999999774,-0.11944814450386572,-6.843874550740287,0.5088962031440988,29.157604650389036,0.08341281420618676,-0.2965557608631743,-1.450394839933431,-40.73603086065597,4.671098049435175,12.758432412903591,0.1932608664955975,2.181955143667034,0.952883505152678,0.03712267395770903,0.00999382088961299
PID IA,2.1049999999999773,-0.11687266778356155,-6.696310604432663,0.5214934348221498,29.879372859089862,0.08191209230901114,-0.30373269896798266,-1.4215082580638037,-39.924717514730105,4.816875186360564,12.72619097575392,0.1940927778456213,2.171799848902103,0.9586702908627345,0.03251056779246843,0.008819141344797162
PID IA,2.1099999999999772,-0.11423461204815218,-6.545161144673425,0.5339327137635339,30.592091042617135,0.08037585125870908,-0.31076342820578656,-1.3919424051512306,-39.094326049242355,4.959966362166438,12.696423567625729,0.19486749443829943,2.1623718381275214,0.9640816114933726,0.02823793101462973,0.007680457491997789
PID IA,2.114999999999977,-0.11153477521696759,-6.390471888872574,0.5462107123188181,31.295568540702643,0.07880483049842318,-0.31764458919352845,-1.361671770715461,-38.244139972598745,5.100246600408592,12.669389936299849,0.19557843333430566,2.153751992791504,0.9690720778042302,0.024341661125409465,0.006586261070360256
PID IA,2.119999999999977,-0.1087739759012241,-6.232289739997866,0.5583224800605735,31.98952171474792,0.07719978658496633,-0.3243726958514329,-1.330668554229029,-37.37337847455808,5.237585059241153,12.645363633825873,0.19621868984078156,2.1460252728959386,0.9735941784711901,0.020860555461420495,0.005545266067389342
PID IA,2.124999999999977,-0.10595306181246811,-6.070663268343155,0.5702613253273552,32.67356716079425,0.0755614938508493,-0.3309441239858722,-1.2989023827826862,-36.4811884965363,5.371844254226771,12.624631885041593,0.19678104660247744,2.139280630985313,0.9775983625291986,0.017835279998230917,0.004566357472570547
PID IA,2.129999999999977,-0.10307291880655779,-5.905643229710372,0.5820186794183154,33.34721392844715,0.0738907451269158,-0.33735509846358896,-1.2663400657875463,-35.56663784213011,5.502879193351102,12.60749535758924,0.1972579859164477,2.133610889772671,0.9810331465362959,0.015308322580699765,0.003658530883004299
PID IA,2.1349999999999767,-0.10013448064629404,-5.737283124767073,0.5935839448864734,34.00985482872099,0.07218835253216437,-0.3436016791627891,-1.2329453954278717,-34.628709572600705,5.6305364298152325,12.594267812339934,0.19764170578740406,2.129112576971787,0.98384524996471,0.01332392762215934,0.0028308224131306115
PID IA,2.1399999999999766,-0.09713873955761845,-5.565639803872035,0.6049443297604035,34.660756935641444,0.0704551483363001,-0.34967974593013523,-1.1986790036413695,-33.66629798999858,5.754653041650923,12.58527561153245,0.19792414026710692,2.1258857105176143,0.9859797624566431,0.011928009117806861,0.002092228425550001
PID IA,2.1449999999999765,-0.09408675764393788,-5.390774121067878,0.616084670008886,35.299051414219214,0.06869198589927968,-0.35558498282649104,-1.1634982885332443,-32.67820657041637,5.875055551346557,12.580857060307267,0.19809698464456943,2.1240335269902784,0.9873803466825986,0.011168038625481033,0.0014516146919204612
PID IA,2.1499999999999764,-0.09097967921008439,-5.2127516401919545,0.626987243155161,35.923722841333436,0.06689974069053756,-0.36131286200872015,-1.1273574252777256,-31.663148270170957,5.991558803519352,12.581361555769295,0.1981517260717063,2.1236621457431752,0.9879894805899497,0.011092904693620849,0.0009176147164293462
PID IA,2.1549999999999763,-0.0878187440311352,-5.031643395123736,0.637631576649003,36.53359822626033,0.06507931138865679,-0.36685862767001476,-1.0902074786530842,-30.619748686480644,6.103964824233272,12.587148516360541,0.19807968021830774,2.1248801610105232,0.9877487428073549,0.0117527400785085,0.0004985171141366648
PID IA,2.159999999999976,-0.08460530158125518,-4.847526705037432,0.6479942554147519,37.12733598398757,0.06323162105992164,-0.37221728054684344,-1.0521289235380342,-29.550268050182286,6.212771433691871,12.596558366263087,0.19791528529104763,2.127230452169368,0.9868694343108687,0.012928368172773685,0.00020219751635765622
PID IA,2.164999999999976,-0.08134081052010653,-4.66048514497543,0.6580550120378378,37.70377487719869,0.06135761675795756,-0.3773842249494354,-1.0133807928659213,-28.461981603352147,6.319253533465397,12.605906121829012,0.19773628325140924,2.129688040500077,0.9858338919942488,0.014130351351633166,3.5756654118021787e-05
PID IA,2.169999999999976,-0.07802680187190252,-4.470606436163486,0.6678051621767385,38.26241732977659,0.05945826527432497,-0.3823561613395834,-0.9740089955110269,-27.356178750273816,6.423467771246255,12.615057576221067,0.19754543837395055,2.132216121341899,0.9846589898371909,0.015341010162809053,0.0
PID IA,2.174999999999976,-0.07466484644354371,-4.277980579207429,0.6772374743396555,38.80284900776165,0.05753454932240015,-0.38713002051954226,-0.9339086996445678,-26.22991516675714,6.524505362323036,12.624158666140445,0.19735128178900382,2.1347644265193244,0.983445511181274,0.016554488818725992,0.0
PID IA,2.1799999999999757,-0.0712565654865988,-4.082700464979676,0.6863389990397879,39.32432796021331,0.055587468269918706,-0.39170220996514105,-0.8930647474329041,-25.082765127363835,6.6219766632605195,12.6332321842839,0.19715771340194346,2.137305011599492,0.9822357087621466,0.017764291237853343,0.0
PID IA,2.1849999999999756,-0.06780364870066499,-3.884862906135792,0.6950953017846849,39.826027151634726,0.05361803963444907,-0.39606906227053207,-0.8515184576232029,-23.915889117303415,6.715830788998432,12.642228209599889,0.1969657981952024,2.1398238986879687,0.9810362387200149,0.018963761279985076,0.0
PID IA,2.1899999999999755,-0.06430785502068534,-3.684568682224451,0.7034931179327952,40.30718657404825,0.051627298751855684,-0.4002271175145184,-0.8093114894545865,-22.730457184899137,6.806021186890828,12.651098378873858,0.19677656791735773,2.1423075460846803,0.9798535494834857,0.02014645051651435,0.0
PID IA,2.1949999999999754,-0.06077100679128781,-3.481922205901655,0.7115203437123175,40.767112732413494,0.04961629773474961,-0.40417312491093604,-0.7664856886886153,-21.52764461717449,6.892505400480283,12.659796177407486,0.19659101488197364,2.144742929674096,0.9786938430123352,0.021306156987664807,0.0
PID IA,2.1999999999999753,-0.05719498399764722,-3.277031192383467,0.7191660225845004,41.20517786330191,0.04758610442461272,-0.4079040436888723,-0.7230829314394709,-20.308627553641735,6.975244825525781,12.668277192383648,0.1964100865624822,2.1471176138674215,0.9775630410155137,0.02243695898448629,0.0
PID IA,2.204999999999975,-0.0535817185766173,-3.070006333497892,0.7264203267618192,41.62081887596641,0.045537801341473304,-0.4114170431919127,-0.6791449690215374,-19.07457862866526,7.054204461419746,12.676499328911373,0.19623468098322402,2.1494198120951844,0.9764667561451502,0.02353324385484973,0.0
PID IA,2.209999999999975,-0.04993318883246818,-2.8609609777302016,0.7332745338354912,42.01353601319653,0.043472484635024795,-0.41470950220169794,-0.6347132767326205,-17.826662724361878,7.129352661002477,12.684422989288278,0.19606564289518347,2.1516384370007176,0.9754102680948965,0.024589731905103537,0.0
PID IA,2.214999999999975,-0.046251413981466184,-2.6500108176503794,0.7397209985972205,42.382891236823426,0.041391263041016264,-0.4177790075056606,-0.5898289091503366,-16.56603290643115,7.200660881596255,12.692011216525147,0.19590376071413024,2.153763140627041,0.9743985044633139,0.025601495536686118,0.0
PID IA,2.219999999999975,-0.042538448848821075,-2.437273586070583,0.7457531202551362,42.72850634933145,0.039295256846612024,-0.4206233517416921,-0.5445323641493187,-15.293826604920008,7.2681034398481605,12.699229803635712,0.19574976418910484,2.155784345017999,0.9734360261819051,0.02656397381809496,0.0
PID IA,2.2249999999999748,-0.038796378740280114,-2.222868762209124,0.7513653053423259,43.05006086867368,0.0371855968682262,-0.4232405305635194,-0.4988634574600268,-14.011162091060596,7.331657272701754,12.706047370593861,0.19560432276066433,2.157693263766281,0.972527017254152,0.027472982745847987,0.0
PID IA,2.2299999999999747,-0.03502731450895397,-2.006917289040416,0.7565529266974865,43.34728967803632,0.03506342344509651,-0.42562873917966304,-0.452861209198151,-12.719135290316228,7.391301706524973,12.712435411193804,0.1954680445611989,2.159481915134265,0.971675278507493,0.02832472149250698,0.0
PID IA,2.2349999999999746,-0.03123338783590334,-1.7895413028925053,0.7613122789608167,43.619980475941176,0.03292988545157937,-0.42778636832597794,-0.4065637434080174,-11.418816960940754,7.447018236115871,12.718368312312053,0.19534147600400953,2.1611431274473754,0.9708842250250596,0.029115774974940466,0.0
PID IA,2.2399999999999745,-0.02741674674068391,-1.5708638762202436,0.7656405310746947,43.86797105473496,0.030786139330835367,-0.4297119997369808,-0.36000820129409195,-10.11125025698414,7.498790314999353,12.723823348262368,0.19522510190373618,2.1626705375134634,0.970156886898351,0.029843113101649027,0.0
PID IA,2.2449999999999743,-0.023579551335525105,-1.3510087743376522,0.7695356763086738,44.09114643723246,0.028633348152239793,-0.4314044011845215,-0.31323066846998593,-8.797448684995931,7.546603158125681,12.728780653057765,0.19511934606810102,2.1640585828561747,0.9694959129256313,0.030504087074368712,0.0
PID IA,2.2499999999999742,-0.019723969834184188,-1.130100226742104,0.77299648034303,44.289435902122925,0.02647268069450603,-0.43286252115398477,-0.26626611624112506,-7.478394454880514,7.590443557792742,12.733223173451094,0.19502457229971,2.165302488566306,0.9689035768731874,0.031096423126812562,0.0
PID IA,2.254999999999974,-0.015852174823844392,-0.9082627135098229,0.7760224279459498,44.46280992879795,0.024305310556158505,-0.434085483228273,-0.21914835666029187,-6.155037217579611,7.630299713344799,12.737136605622862,0.19494108574671232,2.1663982495744016,0.9683817859169518,0.03161821408304822,0.0
PID IA,2.259999999999974,-0.011966339805779236,-0.6856207670905474,0.7786136687681088,44.61127709160967,0.022132415294643968,-0.43507258024849876,-0.17191001085780222,-4.828293175588345,7.666161074955235,12.740509318329163,0.1948691345423112,2.167342609132166,0.9679320908894449,0.03206790911055512,0.0
PID IA,2.264999999999974,-0.008068636007941173,-0.4622987896823142,0.7807709627566556,44.73488093232235,0.01995517559503153,-0.43582326831780716,-0.12458248995150978,-3.49904454679044,7.698018201582624,12.743332265221177,0.19480891167528158,2.1681330342619294,0.9675556979705099,0.03244430202949014,0.0
PID IA,2.269999999999974,-0.004161229470198759,-0.23842088622784846,0.7824956256603334,44.833696837785865,0.017774774468928403,-0.43633716071125955,-0.07719598768621938,-2.1681393577275703,7.725862633000072,12.745598888908994,0.19476055703660813,2.1687676888945187,0.9672534814788007,0.032746518521199294,0.0
PID IA,2.2749999999999737,-0.00024627840068072726,-0.014110712944237493,0.7837894750605029,44.90782894774111,0.01559239648393446,-0.43661402175044095,-0.029779483835885356,-0.836391539154062,7.749686775637586,12.747305019174828,0.19472415959093703,2.1692454053689514,0.9670259974433564,0.0329740025566436,0.0
PID IA,2.2799999999999736,0.0036740692003834627,0.21050865882097755,0.784654777320943,44.95740711526746,0.013409227023677365,-0.4366537606966075,0.017639242676993794,0.49541870548960215,7.769483801846196,12.74844876755162,0.1946997596255654,2.1695656549144537,0.9668734976597838,0.03312650234021616,0.0
PID IA,2.2849999999999735,0.007597677654788248,0.4353148637202198,0.7850941958041764,44.98258393979677,0.0112264515782142,-0.4364564257109494,0.06503359203552161,1.8265442893191142,7.785247562088897,12.74903042028056,0.19468735103401472,2.169728517678557,0.9667959439625919,0.033204056037408045,0.0
PID IA,2.2899999999999734,0.01152242546552477,0.6601863489286323,0.7851107406552168,44.983531889934056,0.00904525506435619,-0.4360221979250789,0.11237811426180078,3.156270420019662,7.7969725094859825,12.749052331451239,0.19468688359570693,2.169734652806347,0.9667930224731682,0.033206977526831806,0.0
PID IA,2.2949999999999733,0.015446206929471105,0.8850024665444207,0.7847077204063986,44.96044053061846,0.006866821175271483,-0.43535138565931564,0.15964847352420453,4.483913597374012,7.804653636088313,12.748518817917667,0.19469826521775646,2.169585269016947,0.9668641576109778,0.033135842389022244,0.0
PID IA,2.299999999999973,0.01936693351322105,1.109643552418038,0.7838886956104886,44.91351386649626,0.004692331758546761,-0.4344444188208584,0.20682140708028673,5.808820460126251,7.8082864202192575,12.747436057376577,0.19472136410929974,2.1692820960654413,0.9670085256831232,0.032991474316876754,0.0
PID IA,2.304999999999973,0.02328253500259677,1.3339909920144062,0.7826574346645518,44.8429678108148,0.0025229662217413355,-0.43330184350861667,0.2538746798665439,7.1303665105822835,7.807866784211807,12.74581199079593,0.19475601086302022,2.16882735742286,0.9672250678938763,0.03277493210612375,0.0
PID IA,2.309999999999973,0.027190960437097213,1.5579272739528665,0.7810178719448143,44.74902778672684,0.0003599009643461197,-0.4319243168464142,0.30078703568210075,8.4479547435467,7.803391061868845,12.743656230194379,0.1948020004225199,2.1682237444544263,0.9675125026407494,0.03248749735925058,0.0
PID IA,2.314999999999973,0.031090178841037562,1.7813360318983855,0.7789740683336202,44.63192646565182,-0.0017956911650367953,-0.43031260206153454,0.3475381458392406,9.761014204113028,7.79485597498967,12.740979972599042,0.19485909391788706,2.1674743923277324,0.9678693369867941,0.032130663013205885,0.0
PID IA,2.3199999999999728,0.034978179763451314,2.0041020754956644,0.7765301741839392,44.49190164529839,-0.003942641387552178,-0.4284675638212126,0.39410855607304374,11.068998496558999,7.78225861833154,12.737795920851038,0.19492702035517787,2.1665828578382906,0.9682938772198616,0.031706122780138395,0.0
PID IA,2.3249999999999726,0.03885297363897421,2.2261114110462663,0.7736903947349975,44.329194268126045,-0.006079785490298651,-0.42639016383571005,0.4404796324179716,12.371384264227279,7.765596452409754,12.73411821178682,0.19500547814854785,2.1655530993003103,0.9687842384284239,0.031215761571576142,0.0
PID IA,2.3299999999999725,0.042712591981927145,2.4472512526287455,0.7704589579646204,44.14404657942005,-0.008205964301230287,-0.4240814567330736,0.48663350667372485,13.667669657870494,7.744867303581022,12.729962352198854,0.19509413648642446,2.1643894586156796,0.9693383530401528,0.03066164695984721,0.0
PID IA,2.3349999999999724,0.04655508742568298,2.6674100243542034,0.7668400848398061,43.93670042277488,-0.010320024144116192,-0.4215425862075607,0.532553021998065,14.957372807562162,7.720069370901301,12.72534516287138,0.19519263652541055,2.1630966456039866,0.9699539782838159,0.03004602171618407,0.0
PID IA,2.3399999999999723,0.05037853361915937,2.8864773544357605,0.7628379619068172,43.70739566962209,-0.01242081727492467,-0.4187747814410299,0.578221679082193,16.2400303109694,7.691201239299157,12.720284730895877,0.1953005924075546,2.161679724650846,0.9706287025472162,0.02937129745278377,0.0
PID IA,2.344999999999972,0.054181024991944826,3.1043440617312736,0.7584567161455438,43.456368778491544,-0.01450720230098932,-0.41577935379431574,0.6236235832860466,17.515195748586105,7.6582618986580036,12.7148003703951,0.19541759209823792,2.1601441037106275,0.9713599506139868,0.028640049386013184,0.0
PID IA,2.349999999999972,0.057960676399156426,3.3209021353951806,0.7537003919998555,43.18385147894744,-0.01657804458429482,-0.41255769376372026,0.6687433930373637,18.782438234460464,7.621250768454083,12.708912591723704,0.19554319804322762,2.1584955256826377,0.9721449877701726,0.027855012229827406,0.0
PID IA,2.354999999999972,0.06171562265666209,3.536044708248699,0.7485729304858731,42.89006957458049,-0.01863221663019205,-0.40911126819623855,0.7135662697301464,20.04134100903485,7.580167727651363,12.702643079166181,0.1956769476444548,2.156740062166531,0.9729809227778425,0.0270190772221575,0.0
PID IA,2.359999999999972,0.06544401797679283,3.7496660244485183,0.7430781502733098,42.57524185904861,-0.020668598462817284,-0.40544161775595655,0.7580778292956785,21.2915000789614,7.535013149608534,12.696014677117718,0.195818353554822,2.1548841095929614,0.9738647097176374,0.02613529028236256,0.0
PID IA,2.364999999999972,0.06914403531413627,3.9616614020035295,0.7372197306309626,42.23957913892558,-0.022686077988450258,-0.4015503546331965,0.8022640955624365,22.532522907160676,7.485787941807219,12.689051384709936,0.1959669037928547,2.152934387718782,0.9747931487053418,0.025206851294658134,0.0
PID IA,2.3699999999999717,0.07281386563045411,4.171927190657701,0.7310011961258236,41.88328335702464,-0.024683551348002375,-0.3974391604874067,0.8461114554701232,23.764027154955564,7.43249359026368,12.681778358829213,0.19612206167831012,2.1508979404721797,0.9757628854894381,0.024237114510561868,0.0
PID IA,2.3749999999999716,0.07645171708721528,4.380360725625635,0.724425902965844,41.50654680989656,-0.026659923259780404,-0.39310978461446716,0.8896066161573558,24.98563947682898,7.375132208538702,12.674221925469984,0.19628326558997367,2.1487821391315953,0.9767704099373354,0.02322959006266455,0.0
PID IA,2.3799999999999715,0.08005581417369267,4.586860277636186,0.7174970268788864,41.10955145334478,-0.02861410735362422,-0.38856404232898817,0.93273656390183,26.19699436721043,7.313706591312315,12.666409599367105,0.1964499285468351,2.1465946878227897,0.9778120534177194,0.022187946582280665,0.0
PID IA,2.3849999999999714,0.08362439677804509,4.791324999709383,0.7102175524246025,40.69246829004101,-0.03054502649747024,-0.3838038135522867,0.9754885248556946,27.39773305768324,7.248220272541133,12.65837011185946,0.19662143761366485,2.144343631320649,0.9788839850854052,0.02111601491459479,0.0
PID IA,2.3899999999999713,0.0871557192083037,4.993654871063082,0.7025902636416742,40.25545683365174,-0.032451613117346415,-0.3788310415970144,1.0178499274868325,28.587502462104105,7.178677588267028,12.650133446949873,0.19679715313173604,2.1420373651459648,0.9799822070733502,0.020017792926649833,0.0
PID IA,2.394999999999971,0.0906480491697124,5.193750638518887,0.6946177359398737,39.79866464428744,-0.03433280951176053,-0.3736477321398595,1.0606305803685547,29.78904699883787,7.103714067811339,12.64494720186709,0.19690779302683542,2.1405852165227857,0.9806737064177213,0.019326293582278716,0.0
PID IA,2.399999999999971,0.09409956923607916,5.391508171226416,0.6862633404816592,39.31999304414848,-0.036187557884586705,-0.3682518418193754,1.1046159763878958,31.024428151837757,7.021907937837226,12.646153771343705,0.19688205287800098,2.140923055976237,0.9805128304875061,0.019487169512493862,0.0
PID IA,2.404999999999971,0.09750818370935936,5.586807394532579,0.6774523813659659,38.81516227335694,-0.03801478040632591,-0.362637400811349,1.1495511708834376,32.286485502913266,6.933426042674028,12.653271803440594,0.19673020152660065,2.1429161049633665,0.979563759541254,0.020436240458746,0.0
PID IA,2.409999999999971,0.10087145131679892,5.7795084338119285,0.6681212953452337,38.28053042609547,-0.03981337258863158,-0.3567997153478165,1.1951933705755118,33.568399919604026,6.838450734993099,12.665839220168762,0.19646209663639977,2.1464349816472534,0.9778881039774985,0.022111896022501572,0.0
PID IA,2.4149999999999707,0.10418663898643397,5.969454695575828,0.658216900878271,37.71305042450578,-0.04158220951191382,-0.35073530664877484,1.2413110103337432,34.86366762511941,6.737177775943756,12.683414669175093,0.19608715372426466,2.1513561073690264,0.9755447107766542,0.024455289223345847,0.0
PID IA,2.4199999999999706,0.10745077203827978,6.15647574321575,0.6476957150832475,37.11023088297794,-0.04332015175917968,-0.34444185448474285,1.287682619730403,36.16606836416735,6.629815337774571,12.70557636500333,0.19561437087992897,2.1575613822009325,0.972589817999556,0.02741018200044398,0.0
PID IA,2.4249999999999705,0.11066068115178149,6.340389988039977,0.6365233470476633,36.4701013473721,-0.0450260510818885,-0.3379181464199554,1.3340962763428197,37.46965004831487,6.516582755994103,12.73192161714457,0.19505233883424922,2.16493805280048,0.9690771177140575,0.030922882285942567,0.0
PID IA,2.4299999999999704,0.11381304641848412,6.52100721330567,0.6246739383946037,35.791180241825984,-0.04669875581888805,-0.3311640298013913,1.3803494942318202,38.76872562377503,6.397709102534941,12.762066845390235,0.19440924063167497,2.1733787167092657,0.9650577539479686,0.0349422460520314,0.0
PID IA,2.4349999999999703,0.11690443866184196,6.698130941669554,0.6121296293797066,35.07244427836447,-0.04833711607671972,-0.32418036431734065,1.4262494180041425,40.05787852187615,6.273431645521523,12.795647914308596,0.19369284449474994,2.1827814160064074,0.960580278092187,0.039419721907812955,0.0
PID IA,2.43999999999997,0.11993135811313023,6.871560651154426,0.5988800350530663,34.3132984431875,-0.04993998867032064,-0.31696897359763987,1.4716132114919938,41.33197357558052,6.143994255483414,12.832320645515315,0.1929104928956733,2.1930497807442886,0.955690580597958,0.04430941940204204,0.0
PID IA,2.44499999999997,0.12289027046840685,7.041093841060891,0.5849217213392026,33.51354597826353,-0.05150624181689908,-0.30953259488285095,1.5162685468130066,42.5861707553038,6.009645811730111,12.871761390253315,0.19206909034126263,2.204093189270928,0.9504318146328913,0.049568185367108684,0.0
PID IA,2.44999999999997,0.12577764031195163,7.206527946989356,0.5702576753696457,32.673358033622094,-0.053034759572074534,-0.30187482626102713,1.56005411527285,43.81593951821075,5.870638655891323,12.913667566524788,0.19117509191413787,2.215826918626941,0.9448443244633616,0.0551556755366384,0.0
PID IA,2.45499999999997,0.12858996187255253,7.367662103045433,0.5548967681076441,31.793242878017548,-0.05452444599584882,-0.29400007136347417,1.602820096659114,45.01707198888133,5.727227132306398,12.957758085099254,0.1902344941845493,2.228172263827791,0.9389655886534329,0.061034411346567105,0.0
PID IA,2.4599999999999698,0.131323787076631,7.52429874916562,0.538853210273004,30.874014725718627,-0.05597422903622481,-0.2859134817281598,1.6444285380454065,46.185693598465654,5.5796662471412475,13.003773607333052,0.18925282971022825,2.2410566100532545,0.9328301856889265,0.0671698143110735,0.0
PID IA,2.4649999999999697,0.13397575087290348,7.676245082113524,0.5221460048413425,29.91676236702638,-0.05738306411994369,-0.2776208972837468,1.6847536071588456,47.31827020080555,5.428210470042848,13.051476594861276,0.1882351659762928,2.2544134465611574,0.9264697873518299,0.07353021264817006,0.0
PID IA,2.4699999999999696,0.13654259382365358,7.823314349864412,0.5047984009948099,28.922817881955144,-0.05874993744251265,-0.2691287855818241,1.7236816984171455,48.41161105060982,5.273112694084897,13.10065112673859,0.1871861092962434,2.2681823154868055,0.9199131831015213,0.08008681689847874,0.0
PID IA,2.4749999999999694,0.13902118198454083,7.965326990634344,0.4868373553895896,27.893725773134026,-0.06007386895310636,-0.2604441805142087,1.7611112093994223,49.46286252537601,5.114624153826131,13.151102276807016,0.18610980604034325,2.2823087318450637,0.9131862386171978,0.08681366311290736,9.826989482850317e-08
PID IA,2.4799999999999693,0.1414085241455834,8.102111620715723,0.46829301516176985,26.831213344225283,-0.06135391503588723,-0.2515746221630725,1.796896789183735,50.46794227492002,4.953245846439829,13.202591045117087,0.18500738077227769,2.29675687731715,0.9062797836369618,0.09368752398349083,3.269237954740712e-05
PID IA,2.4849999999999692,0.14370179308279682,8.233506252106505,0.4492008390831166,25.73731223319782,-0.06258917158745148,-0.24252837538957564,1.8309334911707724,51.42390275158757,4.789360346720067,13.254921959423315,0.18388047626977394,2.3114917985191874,0.8991937840399105,0.10068783066773641,0.00011838529235309197
PID IA,2.489999999999969,0.14589834752275105,8.359359550986605,0.429599762299965,24.61425325961137,-0.06377877713525919,-0.2333142276563314,1.8631525637319597,52.32881298569629,4.623152814843197,13.30786716276866,0.1827348754185142,2.3264424803419987,0.891968140758019,0.10778219802659185,0.00024966121538919187
PID IA,2.494999999999969,0.14799574546360736,8.4795316009571,0.40953057346923344,23.46437344135936,-0.06492191499791555,-0.22394130794453876,1.8931739030264696,53.17199731751279,4.455177644500008,13.359939521265796,0.18160317497503223,2.3411857069471855,0.8848101347435544,0.11477044755565131,0.000419417700794227
PID IA,2.499999999999969,0.14999179032510282,8.593896547239565,0.38905066920374826,22.290961362115087,-0.06601781888412872,-0.21442064323509574,1.9208786617214701,53.95011778106765,4.2857381402872345,13.410494848948746,0.18049993429730776,2.355534714510928,0.8778140910220907,0.12156491230574383,0.0006209966721653784
PID IA,2.504999999999969,0.15188458348588382,8.702345606843544,0.3682218594466138,21.09755847075037,-0.06706577911608792,-0.20476385191489044,1.9462717346146843,54.663311852464325,4.115017754242093,13.459298547234326,0.17943092161082505,2.3694178405591626,0.8710191729147652,0.12813265277945218,0.000848174305782704
PID IA,2.5099999999999687,0.15367253213840187,8.80478751861893,0.3471046844744668,19.88763346960706,-0.06806514403947604,-0.1949825249956476,1.969371813689297,55.31210451785343,3.9431886552979782,13.506139391604515,0.17840135186006428,2.3827703949287034,0.8644608630423604,0.1344439647915572,0.0010951721660825034
PID IA,2.5149999999999686,0.15535434169407122,8.901148108103557,0.32575791591865966,18.664553725116733,-0.0690153197141605,-0.1850881571434669,1.990210170438396,55.89737407359427,3.7704113369284857,13.550829217877014,0.17741589374411293,2.3955345692408656,0.8581710086948198,0.14047233689340807,0.0013566544117721254
PID IA,2.5199999999999685,0.1569290058327507,8.991369717400495,0.30423811325785927,17.431559856698474,-0.06991576927529457,-0.17509208381321822,2.0088292936672056,56.420313867341726,3.5968344090870663,13.593202351949065,0.17647868294288727,2.407659268928168,0.8521779088188632,0.1461943720327724,0.001627719148364309
PID IA,2.5249999999999684,0.15839579448726487,9.07541051674183,0.28259924114609597,16.191743811271095,-0.07076601199715597,-0.16500542520878914,2.025281434468703,56.88239143198916,3.4225945643014577,13.63311482257311,0.17559334054851877,2.419099879998118,0.8465064358878012,0.15158967903131654,0.00190388508088239
PID IA,2.5299999999999683,0.15975424007473477,9.153243715602024,0.2608923506373783,14.948030598768991,-0.07156562209500811,-0.154839037531553,2.0396271068858893,57.28530637501956,3.247816703767715,13.670443397483234,0.17476299570670728,2.429817982880396,0.8411781858830194,0.15664073954917843,0.002181074567802205
PID IA,2.534999999999968,0.1610041222964654,9.224856691795624,0.23916532523842432,13.703163742035382,-0.07231422730197415,-0.14460347173677526,2.051933588074403,57.630948253822986,3.0726142063103588,13.705084482640112,0.17399031149420408,2.439781025474242,0.8362116497892909,0.16133275611174006,0.002455594098969108
PID IA,2.539999999999968,0.16214545182806242,9.290250056989775,0.2174626908288241,12.459694386049895,-0.07301150725846545,-0.1343089397985787,2.062273456004487,57.92135550535066,2.89708932111445,13.736952922693337,0.17327751310603726,2.4489619669528677,0.8316224003508924,0.1656534865254267,0.0027241131236807243
PID IA,2.544999999999968,0.16317845321261723,9.349436676555937,0.19582548687639648,11.21997391911201,-0.07365719175123299,-0.12396528829391788,2.070723196325505,58.158676318279994,2.7213336641222834,13.765980738190763,0.17262641749412755,2.4573389030588277,0.827423288314644,0.16959306963804985,0.0029836420473063016
PID IA,2.549999999999968,0.16410354725367224,9.40244066076109,0.17429119506807783,9.986149883692208,-0.07425105883776796,-0.11358197895796361,2.0773619033578337,58.3451321488566,2.5454287978137495,13.792115831821615,0.17203846368197315,2.4648946826078713,0.8236246429613847,0.17314384693672055,0.0032315101018948267
PID IA,2.5549999999999677,0.16492133318278848,9.449296343044637,0.1528937204788615,8.760164897491688,-0.07479293288972771,-0.10316807573857645,2.0822700936194676,58.482984397405055,2.369446874623124,13.815320692284311,0.17151474307276954,2.4716165237756824,0.820234472363104,0.17630018395348482,0.003465343683411022
PID IA,2.5599999999999676,0.16563257085040964,9.490047259630057,0.13166341970334966,7.543758265261541,-0.0752826825864718,-0.09273223778564191,2.085528644114479,58.57450458892193,2.1934513253422865,13.835571120424863,0.17105602916580265,2.4774956375330506,0.8172586594664286,0.17905829489389544,0.0036830456396758702
